text,level,tag,message,weak_label,attack_probability,predicted_attack_tuned
W System.err at com.android.okhttp.internal.huc.HttpURLConnectionImpl.getResponse(HttpURLConnectionImpl.java:405),W,System.err,at com.android.okhttp.internal.huc.HttpURLConnectionImpl.getResponse(HttpURLConnectionImpl.java:405),1,0.999995558607701,1
W System.err at com.android.okhttp.internal.huc.HttpURLConnectionImpl.getResponseCode(HttpURLConnectionImpl.java:521),W,System.err,at com.android.okhttp.internal.huc.HttpURLConnectionImpl.getResponseCode(HttpURLConnectionImpl.java:521),1,0.999995558607701,1
W System.err at com.b.a.m.a(Unknown Source),W,System.err,at com.b.a.m.a(Unknown Source),1,0.9999950860197233,1
W System.err at com.b.a.m.q(Unknown Source),W,System.err,at com.b.a.m.q(Unknown Source),1,0.9999950860197233,1
E CHR_HWASDiv getAsdivWorkState: error!,E,CHR_HWASDiv,getAsdivWorkState: error!,1,0.999994926270973,1
E CalendarProvider Log error:error:getLogField--NoSuchFieldExceptionLog,E,CalendarProvider,Log error:error:getLogField--NoSuchFieldExceptionLog,1,0.9999946240582751,1
W System.err at android.app.Instrumentation.callApplicationOnCreate(Instrumentation.java:1028),W,System.err,at android.app.Instrumentation.callApplicationOnCreate(Instrumentation.java:1028),1,0.9999945882595066,1
W System.err at android.content.res.AssetManager.open(AssetManager.java:664),W,System.err,at android.content.res.AssetManager.open(AssetManager.java:664),1,0.9999927812164493,1
W System.err at android.content.res.AssetManager.open(AssetManager.java:664),W,System.err,at android.content.res.AssetManager.open(AssetManager.java:664),1,0.9999927812164493,1
W System.err at com.dianping.nvnetwork.o.b(NVGlobalConfig.java:265),W,System.err,at com.dianping.nvnetwork.o.b(NVGlobalConfig.java:265),1,0.9999926551858317,1
W System.err at com.huawei.android.manufacture.ProjectMenuCustEx.getApparatusModel(ProjectMenuCustEx.java:79),W,System.err,at com.huawei.android.manufacture.ProjectMenuCustEx.getApparatusModel(ProjectMenuCustEx.java:79),1,0.999992517756991,1
W System.err at com.huawei.android.manufacture.ProjectMenuCustEx.getApparatusModel(ProjectMenuCustEx.java:79),W,System.err,at com.huawei.android.manufacture.ProjectMenuCustEx.getApparatusModel(ProjectMenuCustEx.java:79),1,0.999992517756991,1
W System.err at com.huawei.android.manufacture.ProjectMenuCustEx.getApparatusModel(ProjectMenuCustEx.java:79),W,System.err,at com.huawei.android.manufacture.ProjectMenuCustEx.getApparatusModel(ProjectMenuCustEx.java:79),1,0.999992517756991,1
W System.err at com.huawei.android.manufacture.ProjectMenuCustEx.getApparatusModel(ProjectMenuCustEx.java:79),W,System.err,at com.huawei.android.manufacture.ProjectMenuCustEx.getApparatusModel(ProjectMenuCustEx.java:79),1,0.999992517756991,1
W System.err at com.huawei.android.manufacture.ProjectMenuCustEx.getApparatusModel(ProjectMenuCustEx.java:79),W,System.err,at com.huawei.android.manufacture.ProjectMenuCustEx.getApparatusModel(ProjectMenuCustEx.java:79),1,0.999992517756991,1
W System.err at com.huawei.android.manufacture.ProjectMenuCustEx.getApparatusModel(ProjectMenuCustEx.java:79),W,System.err,at com.huawei.android.manufacture.ProjectMenuCustEx.getApparatusModel(ProjectMenuCustEx.java:79),1,0.999992517756991,1
W System.err at com.huawei.android.manufacture.ProjectMenuCustEx.getApparatusModel(ProjectMenuCustEx.java:79),W,System.err,at com.huawei.android.manufacture.ProjectMenuCustEx.getApparatusModel(ProjectMenuCustEx.java:79),1,0.999992517756991,1
W System.err at com.huawei.android.manufacture.ProjectMenuCustEx.getApparatusModel(ProjectMenuCustEx.java:79),W,System.err,at com.huawei.android.manufacture.ProjectMenuCustEx.getApparatusModel(ProjectMenuCustEx.java:79),1,0.999992517756991,1
W System.err at com.huawei.android.manufacture.ProjectMenuCustEx.getApparatusModel(ProjectMenuCustEx.java:79),W,System.err,at com.huawei.android.manufacture.ProjectMenuCustEx.getApparatusModel(ProjectMenuCustEx.java:79),1,0.999992517756991,1
W System.err at com.huawei.android.manufacture.ProjectMenuCustEx.getApparatusModel(ProjectMenuCustEx.java:79),W,System.err,at com.huawei.android.manufacture.ProjectMenuCustEx.getApparatusModel(ProjectMenuCustEx.java:79),1,0.999992517756991,1
W System.err at com.huawei.android.manufacture.ProjectMenuCustEx.getApparatusModel(ProjectMenuCustEx.java:79),W,System.err,at com.huawei.android.manufacture.ProjectMenuCustEx.getApparatusModel(ProjectMenuCustEx.java:79),1,0.999992517756991,1
E HwWechatOptimizeImpl failed parsing switch file IO error,E,HwWechatOptimizeImpl,failed parsing switch file IO error,1,0.9999922075120825,1
W System.err at android.database.DatabaseUtils.readExceptionFromParcel(DatabaseUtils.java:183),W,System.err,at android.database.DatabaseUtils.readExceptionFromParcel(DatabaseUtils.java:183),1,0.9999916053561831,1
E libteec fd received!,E,libteec,fd received!,1,0.9999910200102727,1
E libteec fd received!,E,libteec,fd received!,1,0.9999910200102727,1
E libteec fd received!,E,libteec,fd received!,1,0.9999910200102727,1
E libteec fd received!,E,libteec,fd received!,1,0.9999910200102727,1
E libteec fd received!,E,libteec,fd received!,1,0.9999910200102727,1
W System.err at com.android.okhttp.internal.http.HttpEngine.readResponse(HttpEngine.java:778),W,System.err,at com.android.okhttp.internal.http.HttpEngine.readResponse(HttpEngine.java:778),1,0.999989981695493,1
W System.err at com.android.server.TelephonyRegistry.checkListenerPermission(TelephonyRegistry.java:1588),W,System.err,at com.android.server.TelephonyRegistry.checkListenerPermission(TelephonyRegistry.java:1588),1,0.9999897128397294,1
W System.err at org.kxml2.io.KXmlParser.readValue(KXmlParser.java:1357),W,System.err,at org.kxml2.io.KXmlParser.readValue(KXmlParser.java:1357),1,0.9999892706631495,1
W System.err at org.kxml2.io.KXmlParser.readValue(KXmlParser.java:1357),W,System.err,at org.kxml2.io.KXmlParser.readValue(KXmlParser.java:1357),1,0.9999892706631495,1
W System.err at org.kxml2.io.KXmlParser.fillBuffer(KXmlParser.java:1516),W,System.err,at org.kxml2.io.KXmlParser.fillBuffer(KXmlParser.java:1516),1,0.9999892706631495,1
W System.err at com.sankuai.mtmp.g.o.read(ObservableReader.java:42),W,System.err,at com.sankuai.mtmp.g.o.read(ObservableReader.java:42),1,0.9999888637850788,1
W System.err at com.sankuai.mtmp.g.o.read(ObservableReader.java:42),W,System.err,at com.sankuai.mtmp.g.o.read(ObservableReader.java:42),1,0.9999888637850788,1
W System.err at com.android.server.pm.PackageManagerService.onTransact(PackageManagerService.java:3509),W,System.err,at com.android.server.pm.PackageManagerService.onTransact(PackageManagerService.java:3509),1,0.9999879412586135,1
W System.err java.io.FileNotFoundException: /storage/emulated/0/.mat/47ae3347aa0996fd6fb8287625379e1a/1481977911163 (No such file or directory),W,System.err,java.io.FileNotFoundException: /storage/emulated/0/.mat/47ae3347aa0996fd6fb8287625379e1a/1481977911163 (No such file or directory),1,0.9999876536152491,1
W System.err at android.provider.Settings.checkAndNoteWriteSettingsOperation(Settings.java:9428),W,System.err,at android.provider.Settings.checkAndNoteWriteSettingsOperation(Settings.java:9428),1,0.9999855156013373,1
W System.err at android.provider.Settings.checkAndNoteWriteSettingsOperation(Settings.java:9428),W,System.err,at android.provider.Settings.checkAndNoteWriteSettingsOperation(Settings.java:9428),1,0.9999855156013373,1
"E SQLiteDatabase android.database.sqlite.SQLiteCantOpenDatabaseException: unknown error (Sqlite code 14): Could not open database, (OS error - 13:Permission denied)",E,SQLiteDatabase,"android.database.sqlite.SQLiteCantOpenDatabaseException: unknown error (Sqlite code 14): Could not open database, (OS error - 13:Permission denied)",1,0.9999836093096888,1
"E SQLiteDatabase android.database.sqlite.SQLiteCantOpenDatabaseException: unknown error (Sqlite code 14): Could not open database, (OS error - 13:Permission denied)",E,SQLiteDatabase,"android.database.sqlite.SQLiteCantOpenDatabaseException: unknown error (Sqlite code 14): Could not open database, (OS error - 13:Permission denied)",1,0.9999836093096888,1
"E SQLiteDatabase android.database.sqlite.SQLiteCantOpenDatabaseException: unknown error (Sqlite code 14): Could not open database, (OS error - 13:Permission denied)",E,SQLiteDatabase,"android.database.sqlite.SQLiteCantOpenDatabaseException: unknown error (Sqlite code 14): Could not open database, (OS error - 13:Permission denied)",1,0.9999836093096888,1
"E SQLiteDatabase android.database.sqlite.SQLiteCantOpenDatabaseException: unknown error (Sqlite code 14): Could not open database, (OS error - 13:Permission denied)",E,SQLiteDatabase,"android.database.sqlite.SQLiteCantOpenDatabaseException: unknown error (Sqlite code 14): Could not open database, (OS error - 13:Permission denied)",1,0.9999836093096888,1
"E SQLiteDatabase android.database.sqlite.SQLiteCantOpenDatabaseException: unknown error (Sqlite code 14): Could not open database, (OS error - 13:Permission denied)",E,SQLiteDatabase,"android.database.sqlite.SQLiteCantOpenDatabaseException: unknown error (Sqlite code 14): Could not open database, (OS error - 13:Permission denied)",1,0.9999836093096888,1
"E SQLiteDatabase android.database.sqlite.SQLiteCantOpenDatabaseException: unknown error (Sqlite code 14): Could not open database, (OS error - 13:Permission denied)",E,SQLiteDatabase,"android.database.sqlite.SQLiteCantOpenDatabaseException: unknown error (Sqlite code 14): Could not open database, (OS error - 13:Permission denied)",1,0.9999836093096888,1
"E SQLiteDatabase android.database.sqlite.SQLiteCantOpenDatabaseException: unknown error (Sqlite code 14): Could not open database, (OS error - 13:Permission denied)",E,SQLiteDatabase,"android.database.sqlite.SQLiteCantOpenDatabaseException: unknown error (Sqlite code 14): Could not open database, (OS error - 13:Permission denied)",1,0.9999836093096888,1
"E SQLiteDatabase android.database.sqlite.SQLiteCantOpenDatabaseException: unknown error (Sqlite code 14): Could not open database, (OS error - 13:Permission denied)",E,SQLiteDatabase,"android.database.sqlite.SQLiteCantOpenDatabaseException: unknown error (Sqlite code 14): Could not open database, (OS error - 13:Permission denied)",1,0.9999836093096888,1
"E SQLiteDatabase android.database.sqlite.SQLiteCantOpenDatabaseException: unknown error (Sqlite code 14): Could not open database, (OS error - 13:Permission denied)",E,SQLiteDatabase,"android.database.sqlite.SQLiteCantOpenDatabaseException: unknown error (Sqlite code 14): Could not open database, (OS error - 13:Permission denied)",1,0.9999836093096888,1
"E SQLiteDatabase android.database.sqlite.SQLiteCantOpenDatabaseException: unknown error (Sqlite code 14): Could not open database, (OS error - 13:Permission denied)",E,SQLiteDatabase,"android.database.sqlite.SQLiteCantOpenDatabaseException: unknown error (Sqlite code 14): Could not open database, (OS error - 13:Permission denied)",1,0.9999836093096888,1
"E SQLiteDatabase android.database.sqlite.SQLiteCantOpenDatabaseException: unknown error (Sqlite code 14): Could not open database, (OS error - 13:Permission denied)",E,SQLiteDatabase,"android.database.sqlite.SQLiteCantOpenDatabaseException: unknown error (Sqlite code 14): Could not open database, (OS error - 13:Permission denied)",1,0.9999836093096888,1
W System.err at android.app.ContextImpl.enforceCallingOrSelfPermission(ContextImpl.java:1788),W,System.err,at android.app.ContextImpl.enforceCallingOrSelfPermission(ContextImpl.java:1788),1,0.9999830510128543,1
W System.err at android.app.ContextImpl.enforce(ContextImpl.java:1756),W,System.err,at android.app.ContextImpl.enforce(ContextImpl.java:1756),1,0.9999830510128543,1
W System.err at android.app.ContextImpl.enforce(ContextImpl.java:1756),W,System.err,at android.app.ContextImpl.enforce(ContextImpl.java:1756),1,0.9999830510128543,1
W System.err at android.app.ContextImpl.enforce(ContextImpl.java:1756),W,System.err,at android.app.ContextImpl.enforce(ContextImpl.java:1756),1,0.9999830510128543,1
W System.err at android.app.ContextImpl.enforce(ContextImpl.java:1756),W,System.err,at android.app.ContextImpl.enforce(ContextImpl.java:1756),1,0.9999830510128543,1
W System.err at android.app.ContextImpl.enforce(ContextImpl.java:1756),W,System.err,at android.app.ContextImpl.enforce(ContextImpl.java:1756),1,0.9999830510128543,1
W System.err at android.app.ContextImpl.enforceCallingOrSelfPermission(ContextImpl.java:1788),W,System.err,at android.app.ContextImpl.enforceCallingOrSelfPermission(ContextImpl.java:1788),1,0.9999830510128543,1
W System.err at android.app.ContextImpl.enforceCallingOrSelfPermission(ContextImpl.java:1788),W,System.err,at android.app.ContextImpl.enforceCallingOrSelfPermission(ContextImpl.java:1788),1,0.9999830510128543,1
W System.err at android.app.ContextImpl.enforceCallingOrSelfPermission(ContextImpl.java:1788),W,System.err,at android.app.ContextImpl.enforceCallingOrSelfPermission(ContextImpl.java:1788),1,0.9999830510128543,1
W System.err at android.content.ContentResolver.query(ContentResolver.java:541),W,System.err,at android.content.ContentResolver.query(ContentResolver.java:541),1,0.9999823607320616,1
W System.err at android.content.ContentResolver.query(ContentResolver.java:476),W,System.err,at android.content.ContentResolver.query(ContentResolver.java:476),1,0.9999823607320616,1
W System.err at android.content.ContentResolver.query(ContentResolver.java:541),W,System.err,at android.content.ContentResolver.query(ContentResolver.java:541),1,0.9999823607320616,1
W System.err at java.io.BufferedReader.read1(BufferedReader.java:221),W,System.err,at java.io.BufferedReader.read1(BufferedReader.java:221),1,0.9999818589990637,1
W System.err at java.io.BufferedReader.read1(BufferedReader.java:221),W,System.err,at java.io.BufferedReader.read1(BufferedReader.java:221),1,0.9999818589990637,1
W System.err at java.io.FileOutputStream.<init>(FileOutputStream.java:169),W,System.err,at java.io.FileOutputStream.<init>(FileOutputStream.java:169),1,0.9999798906909657,1
W System.err at java.io.FileOutputStream.<init>(FileOutputStream.java:169),W,System.err,at java.io.FileOutputStream.<init>(FileOutputStream.java:169),1,0.9999798906909657,1
W System.err at java.io.FileOutputStream.<init>(FileOutputStream.java:169),W,System.err,at java.io.FileOutputStream.<init>(FileOutputStream.java:169),1,0.9999798906909657,1
W System.err at java.io.FileOutputStream.<init>(FileOutputStream.java:169),W,System.err,at java.io.FileOutputStream.<init>(FileOutputStream.java:169),1,0.9999798906909657,1
W System.err at java.io.FileOutputStream.<init>(FileOutputStream.java:169),W,System.err,at java.io.FileOutputStream.<init>(FileOutputStream.java:169),1,0.9999798906909657,1
W System.err at com.android.phone.PhoneInterfaceManager.getCellLocation(PhoneInterfaceManager.java:1821),W,System.err,at com.android.phone.PhoneInterfaceManager.getCellLocation(PhoneInterfaceManager.java:1821),1,0.9999798822505088,1
W System.err at com.android.phone.PhoneInterfaceManager.getCellLocationForSubscriber(PhoneInterfaceManager.java:1825),W,System.err,at com.android.phone.PhoneInterfaceManager.getCellLocationForSubscriber(PhoneInterfaceManager.java:1825),1,0.9999798822505088,1
W System.err at com.android.phone.PhoneInterfaceManager.getCellLocation(PhoneInterfaceManager.java:1821),W,System.err,at com.android.phone.PhoneInterfaceManager.getCellLocation(PhoneInterfaceManager.java:1821),1,0.9999798822505088,1
W System.err at com.android.phone.PhoneInterfaceManager.enforceFineOrCoarseLocationPermission(PhoneInterfaceManager.java:1902),W,System.err,at com.android.phone.PhoneInterfaceManager.enforceFineOrCoarseLocationPermission(PhoneInterfaceManager.java:1902),1,0.9999798822505088,1
W System.err at com.dianping.nvnetwork.wns.b.<clinit>(RxWnsHttpService.java:20),W,System.err,at com.dianping.nvnetwork.wns.b.<clinit>(RxWnsHttpService.java:20),1,0.9999792873285526,1
W System.err at com.android.okhttp.internal.huc.HttpURLConnectionImpl.getHeaderField(HttpURLConnectionImpl.java:191),W,System.err,at com.android.okhttp.internal.huc.HttpURLConnectionImpl.getHeaderField(HttpURLConnectionImpl.java:191),1,0.9999778155269167,1
W System.err at com.iqiyi.b.com3.a(Unknown Source),W,System.err,at com.iqiyi.b.com3.a(Unknown Source),1,0.9999761068875317,1
W System.err at com.dianping.nvnetwork.fork.a.<init>(RxForkHttpService.java:54),W,System.err,at com.dianping.nvnetwork.fork.a.<init>(RxForkHttpService.java:54),1,0.9999745640385079,1
W System.err at com.android.server.am.BatteryStatsService.noteStartVideo(BatteryStatsService.java:756),W,System.err,at com.android.server.am.BatteryStatsService.noteStartVideo(BatteryStatsService.java:756),1,0.9999739461358353,1
W System.err at android.content.res.AssetManager.open(AssetManager.java:690),W,System.err,at android.content.res.AssetManager.open(AssetManager.java:690),1,0.9999738125414788,1
W System.err at android.content.res.AssetManager.open(AssetManager.java:690),W,System.err,at android.content.res.AssetManager.open(AssetManager.java:690),1,0.9999738125414788,1
W System.err at android.content.res.AssetManager.open(AssetManager.java:690),W,System.err,at android.content.res.AssetManager.open(AssetManager.java:690),1,0.9999738125414788,1
W System.err at android.content.res.AssetManager.open(AssetManager.java:690),W,System.err,at android.content.res.AssetManager.open(AssetManager.java:690),1,0.9999738125414788,1
W System.err at android.content.res.AssetManager.open(AssetManager.java:690),W,System.err,at android.content.res.AssetManager.open(AssetManager.java:690),1,0.9999738125414788,1
W System.err at com.android.okhttp.okio.AsyncTimeout.exit(AsyncTimeout.java:261),W,System.err,at com.android.okhttp.okio.AsyncTimeout.exit(AsyncTimeout.java:261),1,0.9999732761702219,1
W System.err at com.android.internal.app.IBatteryStats$Stub.onTransact(IBatteryStats.java:81),W,System.err,at com.android.internal.app.IBatteryStats$Stub.onTransact(IBatteryStats.java:81),1,0.999970240143356,1
W System.err at com.android.okhttp.internal.huc.HttpURLConnectionImpl.getHeaders(HttpURLConnectionImpl.java:162),W,System.err,at com.android.okhttp.internal.huc.HttpURLConnectionImpl.getHeaders(HttpURLConnectionImpl.java:162),1,0.9999700334835113,1
W System.err at com.android.okhttp.internal.http.RetryableSink.writeToSocket(RetryableSink.java:78),W,System.err,at com.android.okhttp.internal.http.RetryableSink.writeToSocket(RetryableSink.java:78),1,0.9999685407290787,1
W System.err at android.provider.Settings$System.putString(Settings.java:1926),W,System.err,at android.provider.Settings$System.putString(Settings.java:1926),1,0.9999646628039633,1
E FontFamily Error mapping font file /system/fonts/slim.ttf,E,FontFamily,Error mapping font file /system/fonts/slim.ttf,1,0.9999640070819542,1
E FontFamily Error mapping font file /system/fonts/slim.ttf,E,FontFamily,Error mapping font file /system/fonts/slim.ttf,1,0.9999640070819542,1
W System.err at com.dianping.nvnetwork.q.call(NVGlobalConfig.java:1364),W,System.err,at com.dianping.nvnetwork.q.call(NVGlobalConfig.java:1364),1,0.9999630962156835,1
W System.err at com.dianping.nvnetwork.q.call(NVGlobalConfig.java:1364),W,System.err,at com.dianping.nvnetwork.q.call(NVGlobalConfig.java:1364),1,0.9999630962156835,1
W System.err at com.dianping.nvnetwork.q.call(NVGlobalConfig.java:1364),W,System.err,at com.dianping.nvnetwork.q.call(NVGlobalConfig.java:1364),1,0.9999630962156835,1
W System.err at android.content.ContextWrapper.enforceCallingOrSelfPermission(ContextWrapper.java:707),W,System.err,at android.content.ContextWrapper.enforceCallingOrSelfPermission(ContextWrapper.java:707),1,0.9999625835201457,1
W System.err at android.content.ContextWrapper.enforceCallingOrSelfPermission(ContextWrapper.java:707),W,System.err,at android.content.ContextWrapper.enforceCallingOrSelfPermission(ContextWrapper.java:707),1,0.9999625835201457,1
W System.err at android.content.ContextWrapper.enforceCallingOrSelfPermission(ContextWrapper.java:707),W,System.err,at android.content.ContextWrapper.enforceCallingOrSelfPermission(ContextWrapper.java:707),1,0.9999625835201457,1
E libteec end,E,libteec,end,1,0.9999623506500145,1
E libteec end,E,libteec,end,1,0.9999623506500145,1
E libteec qsc_start_app end,E,libteec,qsc_start_app end,1,0.9999623506500145,1
E libteec end,E,libteec,end,1,0.9999623506500145,1
E libteec qsc_start_app end,E,libteec,qsc_start_app end,1,0.9999623506500145,1
E libteec qsc_start_app end,E,libteec,qsc_start_app end,1,0.9999623506500145,1
W System.err at java.io.FileOutputStream.open(Native Method),W,System.err,at java.io.FileOutputStream.open(Native Method),1,0.9999619465488783,1
W System.err at java.io.FileOutputStream.open(Native Method),W,System.err,at java.io.FileOutputStream.open(Native Method),1,0.9999619465488783,1
W System.err at java.io.FileOutputStream.open(Native Method),W,System.err,at java.io.FileOutputStream.open(Native Method),1,0.9999619465488783,1
E ECS at com.huawei.utils.StringUtil.parserIPAddress(StringUtil.java:642),E,ECS,at com.huawei.utils.StringUtil.parserIPAddress(StringUtil.java:642),1,0.9999607944711753,1
W System.err java.io.FileNotFoundException: /storage/emulated/0/QIYIVideo/image_cache/pic5.qiyipic.com_common_20161122_50b0fd771a584fd6a9734cc8d701f1b3.jpg.qiyi_suffix_pic (No such file or directory),W,System.err,java.io.FileNotFoundException: /storage/emulated/0/QIYIVideo/image_cache/pic5.qiyipic.com_common_20161122_50b0fd771a584fd6a9734cc8d701f1b3.jpg.qiyi_suffix_pic (No such file or directory),1,0.9999592190168053,1
W System.err java.io.FileNotFoundException: /storage/emulated/0/QIYIVideo/image_boot_cache/pic5.qiyipic.com_common_20161215_5bfb4216f18f4826a722483b74c27a00.jpg.qiyi_suffix_pic (No such file or directory),W,System.err,java.io.FileNotFoundException: /storage/emulated/0/QIYIVideo/image_boot_cache/pic5.qiyipic.com_common_20161215_5bfb4216f18f4826a722483b74c27a00.jpg.qiyi_suffix_pic (No such file or directory),1,0.9999592190168053,1
W System.err at org.kxml2.io.KXmlParser.next(KXmlParser.java:393),W,System.err,at org.kxml2.io.KXmlParser.next(KXmlParser.java:393),1,0.9999569168401435,1
W System.err at com.qiyi.video.homepage.popup.a.prn.b(Unknown Source),W,System.err,at com.qiyi.video.homepage.popup.a.prn.b(Unknown Source),1,0.9999565781338273,1
W System.err at com.qiyi.video.WelcomeActivity.a(Unknown Source),W,System.err,at com.qiyi.video.WelcomeActivity.a(Unknown Source),1,0.9999565781338273,1
W System.err at com.qiyi.video.c.lpt9.l(Unknown Source),W,System.err,at com.qiyi.video.c.lpt9.l(Unknown Source),1,0.9999565781338273,1
W System.err at org.kxml2.io.KXmlParser.next(KXmlParser.java:313),W,System.err,at org.kxml2.io.KXmlParser.next(KXmlParser.java:313),1,0.9999547857594722,1
W System.err at java.lang.ClassLoader.loadClass(ClassLoader.java:380),W,System.err,at java.lang.ClassLoader.loadClass(ClassLoader.java:380),1,0.9999542923943017,1
"W System.err null [1:3210] Invalid color ""#fofofo"".",W,System.err,"null [1:3210] Invalid color ""#fofofo"".",1,0.9999539287073889,1
W System.err at com.huawei.android.chr.network.ChrNetwork.setNetLostEvent(ChrNetwork.java:1711),W,System.err,at com.huawei.android.chr.network.ChrNetwork.setNetLostEvent(ChrNetwork.java:1711),1,0.9999524313845367,1
W System.err at com.huawei.android.chr.network.ChrNetwork.reportNetworkChr(ChrNetwork.java:554),W,System.err,at com.huawei.android.chr.network.ChrNetwork.reportNetworkChr(ChrNetwork.java:554),1,0.9999524313845367,1
W System.err at com.huawei.android.chr.network.ChrNetwork.setNetLostEvent(ChrNetwork.java:1711),W,System.err,at com.huawei.android.chr.network.ChrNetwork.setNetLostEvent(ChrNetwork.java:1711),1,0.9999524313845367,1
W System.err at com.huawei.android.chr.qcom.QcomModemInfoCollector.getHardWareVersion(QcomModemInfoCollector.java:1462),W,System.err,at com.huawei.android.chr.qcom.QcomModemInfoCollector.getHardWareVersion(QcomModemInfoCollector.java:1462),1,0.9999521361334296,1
W System.err at com.huawei.android.chr.qcom.QcomModemInfoCollector.getHardWareVersion(QcomModemInfoCollector.java:1462),W,System.err,at com.huawei.android.chr.qcom.QcomModemInfoCollector.getHardWareVersion(QcomModemInfoCollector.java:1462),1,0.9999521361334296,1
W System.err at com.huawei.android.chr.qcom.QcomModemInfoCollector.getHardWareVersion(QcomModemInfoCollector.java:1462),W,System.err,at com.huawei.android.chr.qcom.QcomModemInfoCollector.getHardWareVersion(QcomModemInfoCollector.java:1462),1,0.9999521361334296,1
W System.err at com.huawei.android.chr.qcom.QcomModemInfoCollector.getHardWareVersion(QcomModemInfoCollector.java:1462),W,System.err,at com.huawei.android.chr.qcom.QcomModemInfoCollector.getHardWareVersion(QcomModemInfoCollector.java:1462),1,0.9999521361334296,1
W System.err at com.huawei.android.chr.qcom.QcomModemInfoCollector.getHardWareVersion(QcomModemInfoCollector.java:1462),W,System.err,at com.huawei.android.chr.qcom.QcomModemInfoCollector.getHardWareVersion(QcomModemInfoCollector.java:1462),1,0.9999521361334296,1
W System.err at com.huawei.android.chr.qcom.QcomModemInfoCollector.getHardWareVersion(QcomModemInfoCollector.java:1462),W,System.err,at com.huawei.android.chr.qcom.QcomModemInfoCollector.getHardWareVersion(QcomModemInfoCollector.java:1462),1,0.9999521361334296,1
W System.err at com.huawei.android.chr.qcom.QcomModemInfoCollector.getHardWareVersion(QcomModemInfoCollector.java:1462),W,System.err,at com.huawei.android.chr.qcom.QcomModemInfoCollector.getHardWareVersion(QcomModemInfoCollector.java:1462),1,0.9999521361334296,1
W System.err at com.huawei.android.chr.qcom.QcomModemInfoCollector.getHardWareVersion(QcomModemInfoCollector.java:1462),W,System.err,at com.huawei.android.chr.qcom.QcomModemInfoCollector.getHardWareVersion(QcomModemInfoCollector.java:1462),1,0.9999521361334296,1
W System.err at com.huawei.android.chr.qcom.QcomModemInfoCollector.getHardWareVersion(QcomModemInfoCollector.java:1462),W,System.err,at com.huawei.android.chr.qcom.QcomModemInfoCollector.getHardWareVersion(QcomModemInfoCollector.java:1462),1,0.9999521361334296,1
W System.err at com.huawei.android.chr.qcom.QcomModemInfoCollector.getHardWareVersion(QcomModemInfoCollector.java:1462),W,System.err,at com.huawei.android.chr.qcom.QcomModemInfoCollector.getHardWareVersion(QcomModemInfoCollector.java:1462),1,0.9999521361334296,1
